RID,Age,Gender,Stream,Internships,Btech_CGPA,SSLC_Percentage,PUC_Percentage,Hostel,HistoryOfBacklogs,PlacedOrNot,Salary
A1X5ETE25PO0K6,26,Male,Computer Science,3,7,79,79,0,0,1,210000
A2CU37VSVPJ1EQ,24,Male,Information Technology,1,6,76,76,0,0,1,210000
A10B4V3ZSLLK9V,26,Male,Electrical,1,8,88,81,0,0,1,380000
A33CQ8S6LZTUP4,23,Male,Computer Science,1,6,81,88,0,0,1,300000
A1U0WGH75AO6WV,23,Male,Civil,1,7,86,81,0,0,0,
A2HYHT45PHNIIG,26,Male,Information Technology,1,7,83,86,0,0,1,360000
A2DCICB9VI8I4E,26,Male,Civil,0,7,82,83,0,0,0,
A1CA8OBL555NG0,24,Male,Computer Science,1,7,81,82,0,0,1,220000
AO1CJIEIX3GN5,23,Male,Information Technology,0,8,80,81,0,0,1,200000
A3GRGJ4COU5ABW,26,Female,Information Technology,1,6,68,80,0,1,1,300000
A3X7SLF7BEMX9,23,Male,Electronics And Communication,1,6,70,76,1,1,0,
A36U6FEHSQY17X,24,Male,Civil,0,7,71,71,0,0,0,
AW0MGTB5KGU0O,24,Male,Computer Science,1,6,76,78,0,0,1,250000
A1IU7S4HCK1XK0,25,Male,Information Technology,1,6,70,69,0,0,1,250000
A1QCZQTJNK3MU,25,Male,Computer Science,0,8,75,68,0,0,1,280000
A830NL2LWO3TV,26,Male,Civil,0,8,74,76,1,0,1,250000
A2VVE8HOED6KRH,24,Male,Mechanical,0,6,73,78,1,0,1,216000
A2UCZAWAN5QMJQ,26,Female,Electrical,1,8,78,79,0,0,1,300000
A2DHD047ZPD07M,25,Male,Information Technology,1,8,79,91,0,0,1,240000
A3HMY6B8J25FAD,22,Male,Computer Science,0,6,76,67,0,0,1,276000
A37YBS1OIXSPLH,21,Male,Information Technology,0,6,81,73,0,0,1,940000
A2NTTAHPACL64C,22,Male,Electrical,1,6,88,78,0,0,0,
A2L00YZBDOOM8N,22,Male,Information Technology,1,6,81,79,0,0,1,250000
A3SWCA2NEHRL0Z,22,Female,Computer Science,1,6,86,76,1,0,1,236000
A2M615YIYUCHES,22,Male,Electronics And Communication,1,8,83,81,0,0,1,240000
A2JMPD03YSBG4A,21,Female,Computer Science,1,6,82,88,1,0,1,250000
A1SQU81S0K6BHX,22,Male,Computer Science,1,6,81,81,0,0,0,
AVW20KFR03W4X,21,Female,Information Technology,1,6,80,86,0,0,1,210000
A2IP8HB5SYR1C1,21,Male,Electrical,0,8,76,83,0,0,1,250000
A29JAG9ML7C9DR,22,Male,Mechanical,0,7,71,82,1,0,0,
A6UN2UTFAI7RM,22,Female,Computer Science,2,8,78,81,1,0,1,250000
A34BHES1WPRSC6,22,Male,Computer Science,1,8,69,80,0,0,1,360000
A155V7PRZH7LDD,22,Male,Computer Science,1,8,68,76,0,0,1,360000
A2M5J4IKYBPULM,21,Male,Information Technology,0,7,76,71,0,0,1,300000
AT1XPO4JH146O,21,Female,Electronics And Communication,0,6,78,78,0,0,0,
A2CKCWZ91VN7QW,21,Male,Electrical,1,6,79,69,0,0,0,
AXE3GZ1JS3V4D,22,Male,Computer Science,1,6,91,68,0,0,1,200000
A28JURL4CM7L2E,22,Male,Electrical,0,8,67,67,0,0,1,360000
A19Y3Z5SFLDYPK,21,Male,Electrical,1,7,73,68,0,1,1,225000
A3NMA7RSO2HMBG,21,Female,Mechanical,1,7,78,69,0,0,0,
A2K2EUL44GUFPJ,22,Male,Electrical,0,7,79,68,1,0,0,
A1K3OG2W3KBI54,21,Female,Information Technology,2,8,76,70,0,0,1,265000
A15SYT7EXWTJX8,22,Male,Mechanical,0,8,81,71,1,0,1,360000
A1PU4RV8JOE94Y,21,Male,Computer Science,1,8,68,76,0,0,1,260000
A2CFDMS1GDTZC4,22,Male,Civil,0,6,70,70,1,1,0,
A13NSUJ2BDIFAC,21,Male,Information Technology,0,6,71,75,0,0,0,
ATU5A4CLX74ZH,21,Female,Electronics And Communication,1,8,76,74,1,1,1,400000
A30D9J34037TPE,22,Female,Information Technology,1,8,70,73,0,0,1,233000
A38GQZIJ9511I9,22,Male,Mechanical,1,8,75,78,1,0,1,300000
A2XAKGRUHIE2ZA,22,Male,Civil,0,8,74,79,1,0,1,240000
AUOB0CQI9YJV7,22,Male,Civil,0,6,73,76,0,0,0,
A2S4PKWVONFAQN,22,Male,Computer Science,1,8,78,81,0,0,1,690000
ABTPZ8XWI7GSZ,22,Male,Electronics And Communication,1,8,81,88,0,0,1,270000
A3QRYMPR0ADQ2J,22,Male,Computer Science,2,8,88,81,0,1,1,240000
A2H3RTMXP23Y5D,22,Female,Electrical,0,8,81,86,0,0,1,340000
A27SNFI60AS92M,22,Male,Information Technology,1,7,86,83,1,0,1,250000
A37AC3MTIW40CD,22,Female,Computer Science,0,8,83,82,1,0,1,340000
A37BNU9KEYV2UC,22,Male,Electrical,0,7,82,81,0,0,0,
AEI8RBVD9S3SL,21,Male,Electronics And Communication,0,8,81,80,0,1,1,300000
A2PHKBUVKWDN2F,22,Female,Information Technology,0,7,80,76,0,0,1,340000
A3GC53B932W1WG,21,Male,Computer Science,1,7,68,71,0,0,1,340000
A5YO6D3KN7GDR,22,Male,Civil,1,6,70,78,0,0,0,
AJTR3W7GOYV0I,21,Female,Information Technology,0,6,71,69,0,0,1,250000
A136VAVDIU9DOU,22,Male,Computer Science,1,8,76,68,0,0,1,285000
A2DBQWLG9HU8N5,21,Male,Mechanical,0,8,70,76,1,0,1,500000
A3KTYOQSR96KT9,22,Male,Civil,0,6,75,78,0,0,0,
A3N8LNY9W75BM5,22,Male,Computer Science,1,6,74,79,0,0,1,250000
A3UKLX2A9T589C,22,Male,Computer Science,1,7,73,91,0,0,1,240000
A37SRNFVO2AL32,21,Male,Civil,0,6,78,67,0,0,0,
A3HCQG4P1DVDBU,22,Male,Computer Science,1,8,79,73,0,0,1,250000
A2K41WU0KFHS8R,21,Male,Civil,1,8,76,78,0,0,1,250000
A221LCZT868MP8,21,Male,Electronics And Communication,1,6,81,79,1,1,0,
A1U6X6FYMZC5EK,22,Female,Mechanical,1,8,88,76,0,0,1,290000
A1XCWGU6FUK5QK,22,Male,Information Technology,0,8,81,81,0,0,1,300000
AKBS0PSGABFUK,21,Male,Civil,0,6,86,88,0,0,0,
A1DKU5675AEQU9,22,Male,Electronics And Communication,1,6,83,81,0,0,0,
A1KCYPEBQKL974,21,Male,Mechanical,0,8,82,86,1,0,1,500000
A155WMKLHBXTJ8,21,Female,Electrical,0,7,81,83,0,0,0,
A2XW2CYV609CU0,22,Male,Computer Science,0,6,80,82,0,0,1,650000
A19TSLJ4I1NA6D,22,Female,Information Technology,1,7,76,81,1,0,1,350000
A260E9D6SE6GH8,21,Male,Electronics And Communication,1,8,71,80,1,0,1,290000
A3VUA6P45OFTHX,21,Male,Computer Science,2,8,78,67,0,0,1,265000
A3A3248M3OO3UF,22,Male,Civil,0,7,69,68,0,1,0,
A1SDU5SSCYRHZR,21,Male,Electronics And Communication,0,7,68,69,0,0,0,
A3JPISNF8XJKHO,21,Male,Civil,0,8,76,68,1,0,1,276000
A1FCYNBXMBN02L,21,Male,Mechanical,0,7,78,70,1,0,0,
A3VDGIUMYJ3C61,21,Female,Information Technology,0,7,79,71,0,0,1,252000
A1LZJZIHUPLDV4,21,Male,Electronics And Communication,2,6,91,76,0,0,1,265000
A106ZCP7RSXMRU,21,Female,Information Technology,0,8,67,70,0,0,1,280000
A2TG0HJTFZ7CXW,21,Male,Electronics And Communication,0,7,73,75,0,0,1,265000
AGAVGQAFY0TTK,21,Male,Information Technology,1,8,78,74,0,0,1,265000
AO4EOVC8ODEHI,22,Male,Electronics And Communication,3,7,79,73,0,0,0,
ATD5QN72ZB4MR,21,Male,Mechanical,0,6,76,78,1,0,0,
A3SW78T96805HK,21,Male,Mechanical,0,6,81,79,1,0,0,
A1QVFR99KXV69Q,21,Female,Mechanical,1,8,68,76,1,0,1,300000
AUWCGIIMF50C9,22,Male,Electrical,0,8,70,81,1,0,1,265000
A27X0DQDLLB8UP,21,Male,Information Technology,0,6,71,88,0,0,1,275000
A3M3CXC2I4JW9T,22,Female,Information Technology,0,6,76,81,0,0,1,250000
A1571I9MUJL9D9,22,Male,Computer Science,1,6,70,86,0,0,0,
A23ZRFLO4FCVXE,21,Male,Information Technology,0,6,75,83,0,0,1,260000
ATRMAST75VXJ7,22,Male,Computer Science,1,7,74,82,0,0,1,265000
A3EIE5PV2HTK1D,22,Male,Mechanical,1,8,73,81,1,0,1,300000
A1M7DPKL575R8C,22,Male,Electrical,0,7,78,80,1,0,0,
A29AIT481RTH9,22,Male,Electronics And Communication,1,6,81,76,1,1,0,
A1APPIEKNCRI7H,21,Male,Computer Science,0,7,80,71,0,0,1,260000
ABUZYK6TIOHRD,22,Male,Electrical,1,6,76,78,0,0,0,
A62KCY1O252N1,21,Male,Electronics And Communication,0,6,71,69,0,0,0,
AG4NHYPX8FG89,22,Male,Information Technology,0,8,78,68,0,1,1,265000
A1N32LOIIXEZLH,22,Male,Electronics And Communication,2,8,69,76,0,0,1,300000
A2NI95Y8UNE85D,22,Male,Mechanical,1,7,68,78,1,0,0,
A3V4XNU0W3Z2Z0,22,Female,Information Technology,0,6,76,79,0,0,0,
AX3YG6UK66K7I,21,Male,Electrical,0,7,78,91,0,0,1,400000
A1R01R1QNFKYL3,22,Male,Electronics And Communication,0,7,79,67,0,0,0,
A1N46TN133W0C7,22,Male,Computer Science,1,7,91,73,0,0,1,295000
A37XRRE5STW4IV,21,Male,Computer Science,1,8,67,78,0,0,1,204000
A3PHZT4SGMTZQ3,21,Male,Computer Science,2,7,73,79,0,0,1,405000
AI7G4LINTNNHE,22,Male,Information Technology,2,6,78,76,0,0,1,503000
A3QA0BBQW08DLZ,21,Male,Information Technology,1,6,91,81,0,0,1,305000
A3DGNJB6BUSJ09,22,Male,Civil,0,8,67,88,0,1,1,425000
A7PPSGWM6385B,22,Male,Mechanical,1,7,68,81,1,0,0,
A25IM37SSYE9AF,21,Male,Computer Science,1,8,69,86,0,0,1,275000
A1KKT9S1DU8TCU,21,Male,Mechanical,0,8,68,83,1,0,1,340000
A19HJLQTZFFGHT,21,Male,Electrical,2,7,70,82,1,1,1,450000
A3KCDXZMHZOFJ2,21,Female,Computer Science,0,6,71,81,1,0,1,550000
A3N3JAK99HUX2D,22,Male,Mechanical,1,6,76,80,0,0,0,
A1C4X193GBJO6G,22,Male,Civil,0,6,70,68,1,0,0,
A1RECBDKHVOJMW,21,Male,Electronics And Communication,2,7,75,70,0,0,1,275000
A3M174IC0VXOS2,22,Female,Information Technology,0,8,74,71,0,0,1,360000
A1UD24NCOCUV97,22,Male,Electronics And Communication,0,6,73,76,0,0,0,
AV9PO5ILP4NO1,22,Female,Information Technology,1,6,78,70,0,0,1,240000
AFP37DX81RWV1,22,Male,Mechanical,1,7,79,75,1,0,0,
A2Y24FWIJBAYXW,22,Male,Mechanical,1,6,76,74,1,0,0,
A3T4AKIL0979YC,22,Male,Information Technology,0,8,81,73,0,0,1,340000
A3W527BN42AXN1,22,Male,Information Technology,0,8,88,78,0,0,1,230000
A280676W0OSSE5,21,Male,Electrical,1,6,81,79,1,1,0,
A2Q3P8TC8GXN9,22,Male,Computer Science,1,7,86,76,0,0,1,270000
A3LYSKFMYREX9C,21,Male,Computer Science,0,8,83,81,0,1,1,500000
A1QL4D3H9O9M17,21,Male,Information Technology,2,6,82,88,0,0,1,240000
A3TSQVDK4TZ1VD,21,Male,Electronics And Communication,1,8,81,81,1,1,1,300000
A2W4QFEOJFMMKP,22,Male,Information Technology,0,8,80,86,0,0,1,240000
A1HXN8LXVJ9591,22,Female,Information Technology,0,8,76,83,0,0,1,300000
A2WTO3IA2ZT51F,22,Male,Computer Science,0,6,71,82,0,1,1,300000
A1METBJXYC97N9,22,Male,Information Technology,1,8,78,81,0,0,1,400000
A3DJ6UH5GBQDRR,21,Male,Computer Science,0,6,69,80,0,1,0,
AUUFW7PTUHLT,21,Male,Electrical,0,6,68,76,0,0,0,
A1K82R24ROO2I7,22,Male,Information Technology,1,8,76,71,0,1,1,210000
A2XQW1EBZGQBAL,22,Male,Mechanical,0,6,78,78,1,0,0,
A2P9MXO32YIN7L,21,Male,Information Technology,1,8,79,69,0,0,1,300000
A1KMUH983FEX05,22,Male,Electrical,1,7,91,68,0,0,0,
A1WKGIZMAYLQTR,22,Male,Electronics And Communication,0,8,67,76,0,0,1,230000
A19BKX57EY6T95,21,Male,Information Technology,0,8,73,78,0,0,1,300000
A5HFGYE0645V2,21,Female,Computer Science,1,7,78,79,1,0,1,260000
A28WBCAWHZXTR9,22,Male,Information Technology,0,6,79,91,0,0,1,420000
A1ZZE36S8NT3TE,22,Male,Information Technology,0,7,76,67,0,0,1,300000
A27RWAM89OTFFA,22,Male,Civil,0,6,81,73,1,1,0,
A2D537X9QYRZOK,22,Male,Information Technology,1,7,88,78,0,0,0,
A2P27VWJE9O2XC,21,Male,Electrical,1,8,81,79,0,0,1,220000
A201FZOGA022D9,21,Female,Information Technology,2,7,86,76,0,0,1,260000
A323NY7PO4HNNC,22,Male,Information Technology,3,8,83,81,0,0,1,380000
A11QCUN0GRHNTP,22,Male,Mechanical,0,7,82,68,1,1,0,
A3T8W0FNQA4A0J,21,Female,Information Technology,1,6,81,70,1,0,0,
A914TQVHI872U,22,Male,Mechanical,1,7,80,71,1,1,0,
A1R11C27SL6JC,21,Male,Information Technology,1,6,76,76,0,0,0,
AN3TKFT4PI35W,21,Male,Mechanical,0,8,71,70,1,0,1,260000
A2OCDK0BOW6UCY,22,Male,Electrical,0,8,78,75,0,1,1,200000
A2DR6AFTT4LZ7S,21,Male,Information Technology,1,8,69,74,0,0,1,300000
AAHVQQADD8ACD,21,Male,Computer Science,0,6,68,73,0,0,0,
A3ISGP07CYNBZQ,22,Male,Information Technology,0,7,67,78,0,0,0,
AM2OFTHCMHC5I,21,Male,Mechanical,0,8,68,79,1,0,1,250000
AU0JF0N32O5XW,21,Male,Information Technology,0,7,69,76,0,0,0,
A14L39FHA1BNK8,21,Male,Electrical,0,6,68,81,0,0,0,
ATJYE3OE835ZO,21,Male,Electronics And Communication,1,7,70,88,1,1,0,
A2E1VCI6QCP8WL,21,Male,Civil,2,7,71,81,0,0,0,
A3NMKBSLUUS0O8,22,Female,Civil,1,8,76,86,0,0,1,300000
A2DE3CTDXQPWXV,22,Male,Information Technology,0,6,70,83,0,0,1,240000
AZJKWXTVOXJSG,22,Female,Information Technology,1,6,75,82,0,0,1,276000
AI0B1XMRRQ16L,22,Male,Civil,0,7,74,81,1,0,0,
A2LPN4H8OPR0O4,21,Male,Computer Science,0,8,73,80,0,1,1,940000
A35W0VKTLBF8DC,22,Male,Information Technology,2,6,78,76,0,0,1,250000
A7Y752WBEYZ85,21,Male,Civil,0,6,79,71,0,0,0,
A2V9INB3YNERSI,21,Male,Civil,0,8,76,78,0,0,1,240000
A2U28O9XXWG3SE,21,Male,Computer Science,0,7,81,69,0,0,1,250000
A2FI0VPSZDKTJI,21,Male,Civil,1,7,88,68,0,0,0,
A1LYZF2VZCJR51,21,Male,Civil,1,6,81,76,0,0,0,
AGPCDJRRNAA11,21,Male,Information Technology,2,8,86,78,0,1,1,250000
A24B4CP03WMU8Q,21,Female,Mechanical,1,6,83,79,1,0,0,
AY263NVH71VB6,22,Male,Information Technology,2,8,82,91,0,0,1,250000
A11WG5L22Z9QOV,21,Female,Civil,1,8,81,67,0,1,1,250000
A2XUZGC5Q1TX22,22,Male,Information Technology,0,6,80,73,0,0,1,360000
ASJTFOJFNDOLX,22,Male,Electronics And Communication,0,7,76,78,0,0,0,
AVST4L6EGT4XZ,21,Male,Computer Science,1,8,71,79,0,0,1,250000
A25PPE9EFXZ8PX,22,Male,Information Technology,2,7,78,76,1,0,1,250000
A3GFGXSEIQ952R,22,Male,Computer Science,1,7,69,81,0,0,1,200000
A1DDPM2YW3H53A,22,Male,Information Technology,1,7,68,70,0,1,1,250000
A1ZO50XHPV0QPQ,22,Male,Computer Science,1,7,76,71,0,0,1,225000
A3P9MK4EKMA892,22,Male,Mechanical,1,7,78,76,1,1,0,
A1H9JYYAJPWS5U,22,Female,Computer Science,1,7,79,70,1,0,0,
A2RMYFAW9M2P6J,22,Male,Mechanical,0,7,91,75,1,0,0,
A2SXCG9IIXXEI8,22,Male,Civil,0,8,67,74,0,0,1,200000
AL6P1QFH1UDMG,22,Male,Information Technology,2,7,73,73,0,1,1,260000
A1B1ZJ5NX9GIK3,22,Male,Mechanical,0,7,78,78,1,0,0,
A1TTCRDLDVIBF3,22,Male,Computer Science,0,6,79,79,0,0,1,250000
A316PEISP38C8O,22,Male,Electronics And Communication,0,8,76,76,0,0,1,400000
A94KSN8S21FI9,22,Male,Computer Science,1,8,81,81,0,0,1,233000
AB0CU2DSL7XWU,22,Male,Computer Science,1,6,88,88,0,0,1,300000
A1AE89N198J2OC,22,Male,Computer Science,2,7,81,81,0,0,1,240000
A2BT4NQWOUS5C0,21,Male,Computer Science,1,8,86,86,0,0,1,300000
A3T8IK1VC5WZRC,21,Male,Information Technology,0,7,83,83,0,1,1,690000
A219WUOP4BNUX1,22,Male,Computer Science,0,7,82,82,0,0,1,270000
A1QIM0GBIRBDSJ,22,Female,Information Technology,0,8,81,81,0,0,1,240000
A2IYWY7BFZX50R,22,Male,Information Technology,0,7,80,80,0,0,1,340000
AECQLWLETPUFZ,22,Male,Computer Science,0,8,67,76,0,0,1,250000
A20P8VC55KPPCT,21,Male,Civil,1,8,68,71,0,0,1,690000
A20P8VC55KPPCT,21,Male,Mechanical,0,7,69,78,1,0,0,
A20P8VC55KPPCT,21,Male,Information Technology,1,6,68,69,0,0,1,300000
AEXV0U23G2GTY,21,Male,Information Technology,1,8,70,68,0,0,1,340000
A3URG7UESC9P77,21,Male,Mechanical,0,7,71,76,1,0,0,
A1YNSYX2KI9U7Q,22,Male,Computer Science,1,7,76,78,0,0,1,300000
A2FZMNZHEE0QG3,21,Male,Computer Science,1,7,70,79,0,0,1,250000
A3ZJAA7YUTMR7,22,Male,Mechanical,1,8,75,91,1,0,1,285000
AUDD1XPOQMDCP,22,Male,Information Technology,1,8,74,67,1,0,1,500000
A3DBHUR9Z2QH53,21,Male,Information Technology,0,6,73,73,0,1,1,250000
A36FVVBPAFIMBH,21,Male,Information Technology,0,7,78,78,0,1,1,250000
A3TR9U0DCYJVKZ,22,Male,Information Technology,2,8,79,79,0,0,1,240000
ACTNP12D215SN,22,Male,Electrical,0,8,76,76,1,1,1,250000
A3SSH271PQFG3W,22,Male,Mechanical,0,7,81,81,1,0,0,
A3NQ4STTHPKFC2,22,Female,Electronics And Communication,1,6,88,88,0,0,0,
A1ROPVUQVN3M33,21,Male,Mechanical,0,8,81,81,1,0,1,240000
A16UJHZ0WR686N,21,Male,Electrical,0,7,86,86,0,0,0,
A1GVV82K6K5OFZ,22,Male,Electronics And Communication,1,6,83,83,0,0,0,
A36X2FMXUECBF3,21,Male,Civil,0,8,82,82,0,0,1,240000
A14O11CKPLPFOG,21,Male,Civil,0,8,81,81,1,0,1,500000
A367RKSM6DA1H2,22,Male,Computer Science,1,7,80,80,0,0,1,240000
A1O9AUAF7CTX2X,21,Male,Mechanical,1,6,76,68,1,0,0,
A2H86U6D8IIPF8,21,Male,Information Technology,0,6,71,70,0,1,1,650000
A2DXTBZ56COCT,22,Female,Computer Science,0,8,78,71,1,0,1,350000
A2R8KEHD4CDPON,21,Female,Computer Science,0,7,69,76,1,0,0,
A9K380YEY9S0G,22,Male,Civil,0,8,68,70,0,0,1,265000
A1Z681L8BUQONP,22,Male,Computer Science,1,8,76,75,0,1,1,240000
A3PHRROE9EDT5Y,22,Male,Civil,0,6,78,71,0,1,0,
A3QHRRXRX92AKA,22,Male,Mechanical,0,7,79,76,1,0,0,
A2O9KNXYDQ1CPC,21,Male,Electronics And Communication,1,7,91,70,0,1,1,276000
A14PRKDGZDT8JS,22,Male,Information Technology,0,8,67,75,0,0,1,252000
ADSBNR0OJ6U38,22,Male,Computer Science,0,6,73,74,0,0,1,276000
AM188RARFCUSA,22,Male,Information Technology,1,8,78,73,0,0,1,280000
A4EDOT5FWLKHW,21,Male,Electronics And Communication,1,7,79,78,0,0,0,
A1HFDN61ELAVO0,22,Female,Computer Science,1,8,76,79,1,0,1,350000
A3T8V3DAM6QAHM,22,Female,Computer Science,2,7,81,76,1,0,1,350000
A1ZLQ8BPFIX7SB,22,Male,Electrical,0,6,88,88,0,0,0,
A2T0LNAZKNG7RT,22,Male,Mechanical,0,6,81,81,1,0,0,
APTF346VYXUJ6,22,Male,Computer Science,2,7,86,86,0,0,1,300000
AJM25CUC8DDOC,22,Male,Mechanical,0,7,83,83,1,0,0,
ABO82IA37014J,22,Male,Computer Science,1,7,82,82,0,0,1,275000
A2NI66EVNZX55,21,Male,Information Technology,1,6,81,81,1,1,1,250000
A1PVB5IXNXMRW,21,Male,Information Technology,1,6,80,80,0,1,1,260000
A1SAHBYTHQRG7B,22,Female,Information Technology,1,7,68,68,0,0,1,250000
A3ISCAEU5GLN2Z,21,Male,Information Technology,2,8,70,70,0,1,1,265000
A1BBXK2H7OSVPV,21,Male,Civil,0,6,71,71,0,0,0,
A5VOAGA1L3CYM,21,Male,Information Technology,0,6,76,76,0,0,1,250000
A3NXCL9NJTL3TF,22,Male,Information Technology,2,8,70,70,0,0,1,240000
A1QZAVBNGDZUSL,22,Male,Information Technology,1,8,75,75,0,0,1,260000
A1A500282H039F,21,Female,Computer Science,1,8,74,74,1,1,1,210000
A14PRKDGZDT8JS,22,Male,Computer Science,1,7,73,73,0,0,1,250000
A3F3U8TTMBAW4Z,22,Male,Electrical,2,6,78,78,0,0,1,250000
A1IGMCULGOHE49,21,Male,Civil,1,7,79,79,0,0,0,
A2KT98KD8K3GJ1,21,Male,Information Technology,2,7,76,76,0,1,1,300000
A3I2MD040ITXX8,22,Male,Information Technology,2,7,81,81,0,1,1,216000
A1SLUSBK9ZEAL2,21,Male,Electronics And Communication,1,6,88,88,1,1,0,
A7RTQIYL0DXPS,21,Male,Mechanical,1,8,81,81,1,1,1,275000
A2K8PA9SCEEUM7,22,Male,Information Technology,1,8,86,86,1,0,1,295000
A1SMU8R3MET82B,22,Male,Information Technology,2,6,83,83,0,1,1,204000
A3E3H0E7SSN6GQ,21,Male,Computer Science,1,6,82,82,0,1,0,
A1C4JFP5SO2JHQ,22,Male,Information Technology,2,7,81,81,0,0,1,200000
A3PR3ZEVR9YG3S,22,Male,Information Technology,1,8,80,80,0,0,1,250000
A1RMYR560JBOC6,21,Male,Information Technology,2,7,76,76,0,1,1,216000
A3VHQ8G9WIU8CY,21,Male,Electrical,2,8,71,71,0,0,1,425000
A3RV2VDOMMQE5C,22,Male,Civil,2,8,78,78,1,1,1,250000
A33986DXZY4PWG,22,Male,Information Technology,2,6,69,69,0,0,1,250000
A1R2I4GLSJQYB7,22,Male,Information Technology,2,6,68,68,0,0,1,252000
A3E06BCCD0AU7B,21,Female,Civil,2,7,76,76,0,0,0,
A3UWFSR1L1X6R5,22,Male,Electrical,1,7,78,78,0,1,0,
A2H86U6D8IIPF8,22,Male,Civil,2,7,79,79,0,0,0,
A2KY5VXX1F3KVG,21,Male,Information Technology,2,8,91,91,0,0,1,250000
A1R8TTMXVXEI6H,21,Male,Civil,1,6,67,67,0,0,0,
A2HUVH0I95A7VG,22,Female,Computer Science,2,6,73,73,1,0,1,218000
A64OJJG024JJT,21,Female,Electronics And Communication,1,7,78,78,0,0,1,425000
A1GD2OEYMXMO45,22,Female,Information Technology,1,7,79,79,0,1,1,200000
A1AY6C3E3BY347,21,Male,Mechanical,2,6,76,76,1,0,1,300000
A3G4BC1BEIW3Y4,22,Male,Mechanical,2,6,81,81,1,0,1,425000
A1W8ESCDZ5MF0V,21,Male,Information Technology,2,7,68,68,0,0,1,425000
A2PMT0G1LRUH6Z,22,Male,Computer Science,2,7,70,70,0,0,1,236000
A32TYCJ4JJVCIM,21,Male,Electrical,1,6,71,71,0,0,0,
A35B8J7GX8DSHU,21,Female,Computer Science,1,6,76,76,0,0,1,393000
A1A8KMDICRUFPT,22,Male,Civil,2,6,70,70,1,0,1,360000
A4QUFWAMFMTQH,22,Male,Computer Science,1,7,75,75,0,0,1,300000
A27M4UVDSHPYI0,21,Male,Information Technology,1,8,74,74,0,0,1,360000
AFCR0A9UV8FVH,21,Male,Computer Science,2,7,73,73,0,0,1,265000
A1T0VNO8O4AWMR,22,Female,Mechanical,1,6,78,78,1,0,0,
A1ND3958TUG8W0,22,Female,Information Technology,1,8,79,81,0,0,1,265000
A2YNGX4VN1QFAX,22,Male,Mechanical,1,6,76,88,1,0,0,
A12SX2HUT1OAGS,21,Male,Computer Science,1,8,81,81,0,1,1,360000
A1ZSG3F2DBBRQZ,21,Male,Computer Science,2,8,88,86,0,1,1,250000
A3TX0Y68XHUKXQ,22,Male,Information Technology,2,8,81,83,0,0,1,360000
A7OMTZ0BWO6Y,22,Male,Mechanical,1,7,86,82,1,0,0,
AYET1I3ILU00E,22,Male,Computer Science,2,7,83,81,0,0,0,
A1EALBNCP76T63,21,Male,Computer Science,2,8,82,80,0,0,1,300000
A1OF51EV9X89U5,22,Male,Mechanical,1,7,81,68,1,0,0,
A2NLQ41ZUQZ05Z,21,Male,Computer Science,2,7,80,70,0,0,1,360000
A3VKA1NYHGX57U,22,Male,Civil,1,6,76,71,0,0,0,
A3M5WRY80SPFK1,22,Male,Civil,2,8,71,76,0,1,1,240000
A1GNH8MKQBMP0B,21,Male,Electrical,2,7,78,70,0,0,1,411000
AO0WWSMGOGUU7,21,Female,Computer Science,1,6,69,75,1,1,0,287000
A58F10T4OE58C,22,Male,Computer Science,1,6,68,74,0,1,0,
A17B42TR2O4Y48,22,Male,Electrical,2,7,76,73,0,0,0,
A16Y1HEH55V5DV,22,Female,Electronics And Communication,1,7,78,78,1,1,0,
A3FH0NQ4ZV12PW,22,Male,Civil,1,7,79,79,0,0,0,
APMWDN2ZFCXXT,21,Male,Electronics And Communication,2,6,91,76,0,0,1,411000
A1GW0JIZ4LR92T,21,Female,Electrical,2,8,67,81,0,0,1,411000
A14PRKDGZDT8JS,22,Male,Computer Science,2,8,73,88,0,0,1,204000
ADLSGYBOJK1P9,22,Female,Electronics And Communication,2,6,78,81,0,0,1,250000
AM6CGH0NGLTPT,22,Male,Computer Science,1,7,79,86,0,0,0,
API5JLBRT6FIN,21,Female,Electronics And Communication,1,8,76,83,1,1,1,200000
A2FY65DGCZ0I6H,22,Male,Electronics And Communication,1,7,81,82,0,0,0,
A3TY1MOSZLSCHU,21,Male,Mechanical,2,8,70,81,1,1,1,204000
A3B3GI2DXMSCF6,21,Male,Electronics And Communication,1,8,71,80,0,0,1,450000
AGPCDJRRNAA11,22,Female,Electrical,2,7,76,76,0,0,0,
A3OBSKAU6LEEII,21,Male,Civil,2,7,70,71,0,0,0,
ASIGYECZF4OHD,22,Male,Information Technology,1,7,75,78,0,0,0,
A2GNF05HMCR0M4,22,Female,Electrical,2,6,74,69,0,0,1,360000
A12IEZKD0UQT35,22,Male,Electronics And Communication,2,6,73,68,0,0,1,268000
AUECOTLRQLGJH,22,Male,Computer Science,1,6,78,76,0,0,0,
A1L6FX4VPMBL8E,21,Male,Computer Science,1,8,79,78,0,0,1,260000
AQH6FCS9F0Z9R,22,Male,Electronics And Communication,2,6,76,79,0,0,1,300000
A3HDT5LZAFRULB,21,Male,Information Technology,1,7,81,91,0,0,0,
A2QCXBNDWUWS18,21,Male,Information Technology,2,7,88,67,0,1,0,
A191A130P7OH1G,21,Female,Computer Science,2,7,81,73,1,1,0,
A1U262TDD70CI0,21,Male,Computer Science,2,8,86,78,0,0,1,275000
